neighbourhood,province,room_type,minimum_nights,accommodates,bedrooms,price
Marpole,British Columbia,Private room,1,2,1,45.0
Dunbar Southlands,British Columbia,Entire home/apt,1,3,3,140.0
Downtown,British Columbia,Entire home/apt,9,2,1,324.0
Mount Pleasant,British Columbia,Entire home/apt,30,2,1,124.0
Riley Park,British Columbia,Entire home/apt,2,4,2,101.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,6,3,209.0
Hastings-Sunrise,British Columbia,Entire home/apt,2,2,1,79.0
Kitsilano,British Columbia,Private room,2,2,1,79.0
Grandview-Woodland,British Columbia,Entire home/apt,1,6,3,185.0
West End,British Columbia,Private room,1,2,1,70.0
Downtown,British Columbia,Entire home/apt,1,2,1,155.0
Hastings-Sunrise,British Columbia,Private room,60,2,1,50.0
Downtown,British Columbia,Entire home/apt,1,2,1,179.0
Downtown,British Columbia,Entire home/apt,1,6,2,124.0
Mount Pleasant,British Columbia,Entire home/apt,5,2,1,131.0
Downtown Eastside,British Columbia,Entire home/apt,1,3,1,225.0
Downtown,British Columbia,Entire home/apt,30,5,1,200.0
Grandview-Woodland,British Columbia,Entire home/apt,2,4,2,159.0
South Cambie,British Columbia,Entire home/apt,2,3,1,75.0
Arbutus Ridge,British Columbia,Private room,1,2,1,46.0
Downtown,British Columbia,Entire home/apt,12,3,1,188.0
Riley Park,British Columbia,Entire home/apt,2,2,1,85.0
West Point Grey,British Columbia,Entire home/apt,7,5,4,501.0
Downtown,British Columbia,Entire home/apt,2,4,1,211.0
Riley Park,British Columbia,Entire home/apt,30,4,2,121.0
Kitsilano,British Columbia,Entire home/apt,2,5,2,350.0
Hastings-Sunrise,British Columbia,Private room,1,2,1,49.0
Shaughnessy,British Columbia,Private room,1,2,1,366.0
Downtown,British Columbia,Entire home/apt,1,2,1,170.0
Renfrew-Collingwood,British Columbia,Private room,2,2,1,58.0
Kitsilano,British Columbia,Entire home/apt,1,4,1,170.0
Downtown,British Columbia,Entire home/apt,2,4,1,250.0
Kitsilano,British Columbia,Entire home/apt,3,4,1,130.0
Kitsilano,British Columbia,Entire home/apt,2,6,3,350.0
Dunbar Southlands,British Columbia,Entire home/apt,30,4,2,85.0
West End,British Columbia,Entire home/apt,1,4,2,328.0
Downtown,British Columbia,Entire home/apt,30,3,2,150.0
Downtown,British Columbia,Entire home/apt,30,6,3,150.0
Sunset,British Columbia,Private room,8,1,1,40.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,3,2,1,75.0
Dunbar Southlands,British Columbia,Entire home/apt,2,4,2,128.0
Renfrew-Collingwood,British Columbia,Entire home/apt,1,2,1,170.0
West End,British Columbia,Entire home/apt,1,2,1,159.0
Downtown,British Columbia,Entire home/apt,3,8,3,380.0
Downtown,British Columbia,Entire home/apt,30,3,2,279.0
Mount Pleasant,British Columbia,Private room,3,1,1,79.0
West End,British Columbia,Entire home/apt,30,4,2,91.0
Kerrisdale,British Columbia,Entire home/apt,30,4,2,211.0
Downtown,British Columbia,Entire home/apt,30,3,1,95.0
Strathcona,British Columbia,Entire home/apt,1,2,1,168.0
Riley Park,British Columbia,Private room,2,2,1,60.0
Riley Park,British Columbia,Private room,3,2,1,90.0
Downtown,British Columbia,Entire home/apt,3,5,2,279.0
Downtown,British Columbia,Entire home/apt,30,5,2,95.0
Killarney,British Columbia,Entire home/apt,1,7,2,99.0
Grandview-Woodland,British Columbia,Entire home/apt,1,2,1,49.0
Downtown,British Columbia,Entire home/apt,2,4,1,175.0
Riley Park,British Columbia,Private room,2,2,1,60.0
Riley Park,British Columbia,Private room,2,2,1,79.0
Riley Park,British Columbia,Entire home/apt,6,8,3,160.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,4,1,68.0
Downtown,British Columbia,Private room,30,1,1,49.0
Downtown,British Columbia,Entire home/apt,30,5,2,160.0
Mount Pleasant,British Columbia,Entire home/apt,3,2,1,200.0
Mount Pleasant,British Columbia,Entire home/apt,3,5,3,279.0
Arbutus Ridge,British Columbia,Private room,2,1,1,50.0
Downtown,British Columbia,Entire home/apt,30,2,1,83.0
Mount Pleasant,British Columbia,Entire home/apt,30,4,2,121.0
Kitsilano,British Columbia,Private room,4,2,1,50.0
Downtown Eastside,British Columbia,Entire home/apt,2,4,1,200.0
Kitsilano,British Columbia,Private room,30,1,1,61.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,5,2,79.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,3,1,50.0
Grandview-Woodland,British Columbia,Private room,1,1,1,90.0
Downtown,British Columbia,Private room,2,1,1,200.0
Downtown,British Columbia,Entire home/apt,3,3,1,77.0
Victoria-Fraserview,British Columbia,Entire home/apt,30,3,2,90.0
Downtown,British Columbia,Entire home/apt,2,4,2,160.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,4,2,101.0
Sunset,British Columbia,Entire home/apt,1,4,2,121.0
Riley Park,British Columbia,Private room,30,2,1,65.0
Oakridge,British Columbia,Entire home/apt,1,4,2,101.0
Riley Park,British Columbia,Entire home/apt,1,2,1,150.0
Dunbar Southlands,British Columbia,Private room,2,2,1,101.0
Renfrew-Collingwood,British Columbia,Private room,3,2,1,42.0
Renfrew-Collingwood,British Columbia,Private room,2,1,1,34.0
West End,British Columbia,Private room,2,2,1,70.0
Sunset,British Columbia,Entire home/apt,1,4,2,128.0
West End,British Columbia,Entire home/apt,2,2,1,75.0
Downtown,British Columbia,Entire home/apt,1,2,1,128.0
Fairview,British Columbia,Entire home/apt,2,6,2,166.0
Riley Park,British Columbia,Entire home/apt,30,4,2,94.0
Downtown,British Columbia,Entire home/apt,1,3,1,150.0
Riley Park,British Columbia,Entire home/apt,7,4,3,250.0
South Cambie,British Columbia,Entire home/apt,2,2,1,101.0
Mount Pleasant,British Columbia,Entire home/apt,5,3,1,150.0
Hastings-Sunrise,British Columbia,Entire home/apt,5,6,3,295.0
West Point Grey,British Columbia,Entire home/apt,1,4,2,110.0
Downtown,British Columbia,Entire home/apt,5,4,2,189.0
Kitsilano,British Columbia,Entire home/apt,1,6,2,220.0
Kerrisdale,British Columbia,Entire home/apt,3,8,4,400.0
Downtown,British Columbia,Entire home/apt,30,3,1,132.0
Kitsilano,British Columbia,Entire home/apt,30,2,1,75.0
Downtown Eastside,British Columbia,Entire home/apt,1,2,1,248.0
Hastings-Sunrise,British Columbia,Private room,2,4,1,79.0
Downtown,British Columbia,Entire home/apt,1,4,1,168.0
Arbutus Ridge,British Columbia,Private room,1,2,1,38.0
Shaughnessy,British Columbia,Entire home/apt,2,8,4,599.0
Downtown,British Columbia,Entire home/apt,4,2,1,135.0
Downtown,British Columbia,Entire home/apt,1,6,2,195.0
Kensington-Cedar Cottage,British Columbia,Private room,30,1,1,29.0
Kensington-Cedar Cottage,British Columbia,Private room,30,1,1,56.0
Downtown,British Columbia,Private room,1,2,1,101.0
Mount Pleasant,British Columbia,Entire home/apt,3,3,1,75.0
South Cambie,British Columbia,Entire home/apt,7,6,3,131.0
Oakridge,British Columbia,Private room,30,1,1,34.0
Riley Park,British Columbia,Entire home/apt,30,4,2,132.0
West End,British Columbia,Entire home/apt,29,2,1,101.0
Downtown Eastside,British Columbia,Entire home/apt,2,5,3,290.0
Hastings-Sunrise,British Columbia,Entire home/apt,2,3,1,70.0
Downtown,British Columbia,Entire home/apt,1,4,1,299.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,7,6,3,160.0
Oakridge,British Columbia,Private room,1,2,1,154.0
Oakridge,British Columbia,Private room,1,2,1,154.0
Downtown,British Columbia,Entire home/apt,30,2,1,150.0
West End,British Columbia,Entire home/apt,2,5,2,199.0
Dunbar Southlands,British Columbia,Entire home/apt,3,2,1,155.0
Riley Park,British Columbia,Entire home/apt,30,4,2,179.0
West End,British Columbia,Entire home/apt,2,2,1,155.0
Downtown,British Columbia,Entire home/apt,1,1,1,389.0
Marpole,British Columbia,Private room,1,1,1,45.0
Downtown Eastside,British Columbia,Entire home/apt,2,6,2,350.0
Fairview,British Columbia,Entire home/apt,3,4,2,250.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,30,2,3,331.0
Sunset,British Columbia,Entire home/apt,2,4,2,99.0
Downtown,British Columbia,Entire home/apt,2,5,2,38.0
Dunbar Southlands,British Columbia,Entire home/apt,1,5,2,128.0
Downtown,British Columbia,Private room,1,2,1,189.0
Downtown,British Columbia,Entire home/apt,1,4,1,350.0
West End,British Columbia,Entire home/apt,30,2,1,101.0
Fairview,British Columbia,Entire home/apt,5,6,2,150.0
Downtown,British Columbia,Entire home/apt,1,6,1,175.0
Kitsilano,British Columbia,Entire home/apt,30,2,1,110.0
Downtown Eastside,British Columbia,Entire home/apt,4,4,1,115.0
Dunbar Southlands,British Columbia,Private room,1,2,1,160.0
Kitsilano,British Columbia,Private room,3,1,1,101.0
Renfrew-Collingwood,British Columbia,Entire home/apt,2,4,2,160.0
Marpole,British Columbia,Private room,1,2,1,60.0
Hastings-Sunrise,British Columbia,Entire home/apt,2,2,1,75.0
Grandview-Woodland,British Columbia,Private room,30,1,1,30.0
Marpole,British Columbia,Private room,1,2,1,230.0
Marpole,British Columbia,Private room,1,2,1,230.0
Marpole,British Columbia,Private room,1,2,1,230.0
Hastings-Sunrise,British Columbia,Entire home/apt,2,4,1,79.0
West End,British Columbia,Private room,31,2,1,70.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,6,3,240.0
Downtown Eastside,British Columbia,Entire home/apt,2,4,2,150.0
Grandview-Woodland,British Columbia,Entire home/apt,3,3,1,200.0
Riley Park,British Columbia,Entire home/apt,1,6,3,220.0
Hastings-Sunrise,British Columbia,Entire home/apt,30,2,1,86.0
Downtown Eastside,British Columbia,Entire home/apt,4,4,1,175.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,6,2,150.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,3,6,3,321.0
Kitsilano,British Columbia,Entire home/apt,1,2,1,138.0
Hastings-Sunrise,British Columbia,Entire home/apt,3,2,1,86.0
Downtown,British Columbia,Entire home/apt,30,2,1,99.0
Kitsilano,British Columbia,Entire home/apt,30,4,2,175.0
Oakridge,British Columbia,Private room,1,2,1,50.0
Arbutus Ridge,British Columbia,Private room,1,2,1,101.0
Marpole,British Columbia,Private room,1,2,1,230.0
West End,British Columbia,Entire home/apt,30,4,2,250.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,4,4,2,87.0
Downtown,British Columbia,Entire home/apt,4,2,1,321.0
Marpole,British Columbia,Entire home/apt,30,4,2,140.0
Marpole,British Columbia,Entire home/apt,30,4,2,140.0
Marpole,British Columbia,Entire home/apt,30,4,2,135.0
Marpole,British Columbia,Entire home/apt,30,4,2,135.0
West End,British Columbia,Private room,30,2,1,75.0
Marpole,British Columbia,Entire home/apt,30,6,3,170.0
Mount Pleasant,British Columbia,Entire home/apt,1,4,1,99.0
Downtown,British Columbia,Entire home/apt,2,4,1,189.0
Downtown Eastside,British Columbia,Entire home/apt,2,2,1,200.0
Downtown,British Columbia,Entire home/apt,2,5,3,225.0
Kitsilano,British Columbia,Entire home/apt,1,2,1,135.0
Downtown,British Columbia,Entire home/apt,30,3,1,400.0
Hastings-Sunrise,British Columbia,Entire home/apt,3,4,2,260.0
Mount Pleasant,British Columbia,Entire home/apt,1,4,1,117.0
Downtown,British Columbia,Entire home/apt,1,4,1,173.0
Hastings-Sunrise,British Columbia,Entire home/apt,2,6,3,121.0
Downtown,British Columbia,Private room,1,1,1,111.0
Mount Pleasant,British Columbia,Entire home/apt,3,5,3,324.0
Oakridge,British Columbia,Entire home/apt,2,7,2,135.0
Riley Park,British Columbia,Entire home/apt,3,4,2,105.0
Downtown,British Columbia,Entire home/apt,30,2,1,101.0
Mount Pleasant,British Columbia,Hotel room,1,6,2,331.0
Grandview-Woodland,British Columbia,Entire home/apt,3,8,4,189.0
Sunset,British Columbia,Entire home/apt,31,4,1,95.0
West End,British Columbia,Entire home/apt,1,6,2,250.0
Hastings-Sunrise,British Columbia,Entire home/apt,2,4,1,150.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,3,2,155.0
Downtown,British Columbia,Entire home/apt,2,2,1,150.0
Downtown,British Columbia,Entire home/apt,1,4,1,105.0
Mount Pleasant,British Columbia,Entire home/apt,2,2,1,250.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,3,1,79.0
Downtown,British Columbia,Entire home/apt,3,6,3,650.0
Kitsilano,British Columbia,Entire home/apt,2,4,2,350.0
Oakridge,British Columbia,Private room,2,1,1,34.0
Downtown,British Columbia,Entire home/apt,1,6,2,425.0
Dunbar Southlands,British Columbia,Private room,1,2,1,79.0
Dunbar Southlands,British Columbia,Private room,1,2,1,69.0
Mount Pleasant,British Columbia,Entire home/apt,30,4,2,105.0
Dunbar Southlands,British Columbia,Private room,1,2,1,79.0
Downtown,British Columbia,Entire home/apt,30,3,1,160.0
Victoria-Fraserview,British Columbia,Entire home/apt,1,4,2,148.0
West End,British Columbia,Entire home/apt,2,5,2,240.0
Downtown,British Columbia,Entire home/apt,2,2,1,250.0
Kitsilano,British Columbia,Entire home/apt,2,4,2,415.0
Downtown Eastside,British Columbia,Entire home/apt,30,6,3,350.0
Downtown Eastside,British Columbia,Private room,3,2,1,69.0
Downtown,British Columbia,Entire home/apt,30,3,1,109.0
Riley Park,British Columbia,Private room,5,1,1,85.0
Kitsilano,British Columbia,Private room,2,2,1,101.0
West End,British Columbia,Hotel room,30,2,1,79.0
Downtown Eastside,British Columbia,Private room,2,2,1,101.0
West End,British Columbia,Entire home/apt,1,2,1,250.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,4,2,250.0
Kensington-Cedar Cottage,British Columbia,Private room,1,2,1,50.0
Kerrisdale,British Columbia,Entire home/apt,2,2,1,70.0
West End,British Columbia,Private room,4,2,1,93.0
Marpole,British Columbia,Entire home/apt,3,4,2,150.0
Downtown,British Columbia,Private room,3,2,1,121.0
Marpole,British Columbia,Private room,4,3,1,75.0
Renfrew-Collingwood,British Columbia,Private room,1,7,3,249.0
Downtown,British Columbia,Entire home/apt,3,5,2,399.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,4,2,191.0
Downtown,British Columbia,Entire home/apt,2,6,4,501.0
Downtown,British Columbia,Entire home/apt,1,6,2,250.0
South Cambie,British Columbia,Entire home/apt,2,4,2,215.0
Hastings-Sunrise,British Columbia,Private room,30,1,1,40.0
West End,British Columbia,Entire home/apt,7,4,1,124.0
Downtown Eastside,British Columbia,Entire home/apt,1,4,1,209.0
Sunset,British Columbia,Private room,1,1,1,49.0
Downtown,British Columbia,Entire home/apt,3,4,1,256.0
Downtown,British Columbia,Private room,1,3,1,95.0
Shaughnessy,British Columbia,Private room,2,4,2,199.0
Downtown,British Columbia,Private room,1,2,1,56.0
Downtown,British Columbia,Entire home/apt,2,3,1,40.0
Oakridge,British Columbia,Entire home/apt,2,8,4,199.0
Grandview-Woodland,British Columbia,Entire home/apt,2,2,1,130.0
Riley Park,British Columbia,Entire home/apt,2,4,2,164.0
Grandview-Woodland,British Columbia,Entire home/apt,1,4,1,101.0
Marpole,British Columbia,Entire home/apt,1,2,1,121.0
West End,British Columbia,Entire home/apt,2,5,2,249.0
Victoria-Fraserview,British Columbia,Entire home/apt,2,4,2,109.0
Grandview-Woodland,British Columbia,Entire home/apt,2,6,3,278.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,3,4,2,99.0
Kitsilano,British Columbia,Entire home/apt,2,6,3,150.0
Fairview,British Columbia,Entire home/apt,2,4,1,99.0
West End,British Columbia,Entire home/apt,30,3,1,189.0
Killarney,British Columbia,Entire home/apt,1,4,2,150.0
Grandview-Woodland,British Columbia,Entire home/apt,4,4,2,193.0
Marpole,British Columbia,Private room,1,2,1,49.0
Downtown,British Columbia,Entire home/apt,5,6,3,501.0
Hastings-Sunrise,British Columbia,Private room,2,2,1,40.0
Arbutus Ridge,British Columbia,Entire home/apt,4,2,1,87.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,6,3,195.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,4,2,124.0
Kitsilano,British Columbia,Entire home/apt,2,3,1,121.0
Killarney,British Columbia,Entire home/apt,2,6,3,173.0
Victoria-Fraserview,British Columbia,Entire home/apt,2,7,4,150.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,6,3,301.0
Mount Pleasant,British Columbia,Entire home/apt,30,2,1,95.0
Arbutus Ridge,British Columbia,Entire home/apt,2,4,2,128.0
Downtown,British Columbia,Entire home/apt,2,6,3,148.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,6,3,150.0
Kitsilano,British Columbia,Entire home/apt,7,2,1,250.0
Oakridge,British Columbia,Private room,1,2,1,69.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,30,4,2,113.0
Downtown,British Columbia,Entire home/apt,2,3,1,99.0
Killarney,British Columbia,Private room,1,3,1,89.0
Arbutus Ridge,British Columbia,Private room,30,2,1,128.0
West Point Grey,British Columbia,Entire home/apt,1,2,1,200.0
Downtown,British Columbia,Entire home/apt,2,4,2,250.0
Dunbar Southlands,British Columbia,Entire home/apt,30,2,1,85.0
Grandview-Woodland,British Columbia,Entire home/apt,3,4,1,124.0
Arbutus Ridge,British Columbia,Entire home/apt,3,8,4,135.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,8,3,301.0
Arbutus Ridge,British Columbia,Entire home/apt,1,4,1,111.0
Kitsilano,British Columbia,Entire home/apt,30,3,1,152.0
Kensington-Cedar Cottage,British Columbia,Private room,1,2,1,60.0
Kitsilano,British Columbia,Entire home/apt,1,3,1,200.0
Marpole,British Columbia,Entire home/apt,1,6,2,111.0
Sunset,British Columbia,Private room,2,4,2,70.0
Oakridge,British Columbia,Private room,1,2,1,103.0
Oakridge,British Columbia,Private room,1,2,1,103.0
Oakridge,British Columbia,Private room,1,2,1,103.0
Oakridge,British Columbia,Private room,1,2,2,207.0
Kerrisdale,British Columbia,Entire home/apt,30,3,1,101.0
Riley Park,British Columbia,Entire home/apt,2,4,3,160.0
West End,British Columbia,Entire home/apt,4,2,1,79.0
Downtown,British Columbia,Entire home/apt,30,2,1,91.0
Renfrew-Collingwood,British Columbia,Entire home/apt,2,2,1,75.0
Kitsilano,British Columbia,Entire home/apt,2,2,1,200.0
Marpole,British Columbia,Entire home/apt,1,6,2,158.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,6,3,85.0
Downtown,British Columbia,Entire home/apt,3,4,1,220.0
Renfrew-Collingwood,British Columbia,Private room,30,1,1,30.0
Renfrew-Collingwood,British Columbia,Private room,30,1,1,40.0
Downtown,British Columbia,Entire home/apt,30,4,2,225.0
Marpole,British Columbia,Private room,3,2,1,69.0
Kitsilano,British Columbia,Private room,11,1,1,111.0
West End,British Columbia,Entire home/apt,3,5,2,200.0
Downtown Eastside,British Columbia,Entire home/apt,1,2,1,150.0
Downtown,British Columbia,Private room,3,1,1,75.0
Downtown,British Columbia,Entire home/apt,4,2,1,101.0
West End,British Columbia,Private room,35,1,1,101.0
Kerrisdale,British Columbia,Entire home/apt,30,4,2,140.0
Kitsilano,British Columbia,Private room,3,1,1,45.0
Fairview,British Columbia,Entire home/apt,1,2,1,324.0
Marpole,British Columbia,Entire home/apt,1,6,2,163.0
Downtown,British Columbia,Private room,3,2,1,90.0
Downtown,British Columbia,Private room,3,2,1,79.0
Downtown,British Columbia,Entire home/apt,5,7,2,400.0
Kensington-Cedar Cottage,British Columbia,Private room,1,2,1,69.0
West End,British Columbia,Entire home/apt,30,2,1,317.0
Kensington-Cedar Cottage,British Columbia,Private room,2,2,1,65.0
Fairview,British Columbia,Entire home/apt,30,3,2,95.0
Downtown,British Columbia,Entire home/apt,1,4,1,150.0
Kerrisdale,British Columbia,Entire home/apt,1,4,2,83.0
Victoria-Fraserview,British Columbia,Entire home/apt,1,3,2,119.0
Downtown,British Columbia,Entire home/apt,2,6,2,250.0
Marpole,British Columbia,Entire home/apt,1,6,2,177.0
Downtown,British Columbia,Entire home/apt,30,3,1,101.0
Sunset,British Columbia,Entire home/apt,2,4,2,168.0
Downtown,British Columbia,Entire home/apt,1,5,1,168.0
Downtown,British Columbia,Entire home/apt,1,5,2,237.0
West End,British Columbia,Entire home/apt,3,2,1,219.0
Renfrew-Collingwood,British Columbia,Entire home/apt,2,7,3,352.0
Killarney,British Columbia,Entire home/apt,2,6,3,189.0
Hastings-Sunrise,British Columbia,Entire home/apt,3,4,2,150.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,3,1,60.0
Arbutus Ridge,British Columbia,Entire home/apt,3,8,4,301.0
Hastings-Sunrise,British Columbia,Entire home/apt,2,8,4,199.0
Downtown,British Columbia,Entire home/apt,1,3,1,179.0
Kitsilano,British Columbia,Entire home/apt,30,5,2,140.0
Downtown,British Columbia,Entire home/apt,2,3,1,450.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,4,1,82.0
Kitsilano,British Columbia,Entire home/apt,45,5,3,268.0
Downtown Eastside,British Columbia,Entire home/apt,3,2,1,295.0
Dunbar Southlands,British Columbia,Private room,2,2,1,65.0
Arbutus Ridge,British Columbia,Private room,2,4,3,301.0
Downtown Eastside,British Columbia,Entire home/apt,2,3,1,65.0
Downtown Eastside,British Columbia,Entire home/apt,2,2,1,124.0
Dunbar Southlands,British Columbia,Entire home/apt,5,3,2,121.0
Kitsilano,British Columbia,Entire home/apt,30,4,2,193.0
Kitsilano,British Columbia,Entire home/apt,31,4,2,150.0
Sunset,British Columbia,Private room,2,2,1,75.0
Killarney,British Columbia,Entire home/apt,1,4,2,229.0
Downtown,British Columbia,Entire home/apt,30,3,1,111.0
Kitsilano,British Columbia,Entire home/apt,1,4,2,150.0
Downtown,British Columbia,Entire home/apt,1,4,2,249.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,3,6,4,270.0
Fairview,British Columbia,Private room,3,1,1,70.0
Marpole,British Columbia,Entire home/apt,30,4,2,140.0
Dunbar Southlands,British Columbia,Private room,2,2,1,60.0
Marpole,British Columbia,Private room,1,1,1,34.0
Dunbar Southlands,British Columbia,Private room,2,2,1,75.0
Dunbar Southlands,British Columbia,Entire home/apt,2,4,2,121.0
Arbutus Ridge,British Columbia,Private room,1,2,1,228.0
Oakridge,British Columbia,Private room,2,2,1,85.0
Mount Pleasant,British Columbia,Entire home/apt,2,4,1,279.0
West End,British Columbia,Hotel room,30,2,1,185.0
Kitsilano,British Columbia,Entire home/apt,4,4,3,350.0
South Cambie,British Columbia,Entire home/apt,1,4,2,121.0
Downtown,British Columbia,Entire home/apt,1,6,2,301.0
Marpole,British Columbia,Entire home/apt,2,5,2,160.0
Downtown,British Columbia,Entire home/apt,1,3,1,166.0
Oakridge,British Columbia,Private room,2,2,1,79.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,3,7,4,250.0
Marpole,British Columbia,Private room,2,4,2,109.0
Downtown,British Columbia,Entire home/apt,30,5,2,301.0
Downtown Eastside,British Columbia,Entire home/apt,5,5,2,360.0
Downtown Eastside,British Columbia,Private room,30,1,1,65.0
Kitsilano,British Columbia,Entire home/apt,4,4,3,350.0
Riley Park,British Columbia,Entire home/apt,1,4,2,101.0
Hastings-Sunrise,British Columbia,Private room,1,1,1,40.0
Hastings-Sunrise,British Columbia,Private room,1,1,1,45.0
Dunbar Southlands,British Columbia,Entire home/apt,5,2,1,200.0
Mount Pleasant,British Columbia,Entire home/apt,3,4,2,150.0
Mount Pleasant,British Columbia,Entire home/apt,5,4,2,199.0
Hastings-Sunrise,British Columbia,Private room,2,2,1,60.0
Downtown,British Columbia,Entire home/apt,30,4,1,89.0
Kerrisdale,British Columbia,Entire home/apt,2,6,2,299.0
Riley Park,British Columbia,Private room,2,1,1,58.0
Renfrew-Collingwood,British Columbia,Private room,1,1,1,34.0
Downtown,British Columbia,Entire home/apt,2,5,2,150.0
Mount Pleasant,British Columbia,Entire home/apt,1,2,1,95.0
Mount Pleasant,British Columbia,Entire home/apt,1,6,3,200.0
Kitsilano,British Columbia,Private room,2,2,1,138.0
Arbutus Ridge,British Columbia,Private room,30,2,1,99.0
Kitsilano,British Columbia,Private room,2,2,1,110.0
Arbutus Ridge,British Columbia,Private room,30,2,1,70.0
Arbutus Ridge,British Columbia,Private room,30,4,1,79.0
West End,British Columbia,Entire home/apt,30,2,1,121.0
Grandview-Woodland,British Columbia,Entire home/apt,2,2,1,150.0
Kitsilano,British Columbia,Private room,7,1,1,48.0
Kitsilano,British Columbia,Entire home/apt,4,4,3,250.0
Downtown,British Columbia,Entire home/apt,2,6,2,464.0
Dunbar Southlands,British Columbia,Entire home/apt,3,4,1,79.0
Downtown,British Columbia,Entire home/apt,2,5,2,389.0
Downtown,British Columbia,Entire home/apt,30,2,1,121.0
Downtown,British Columbia,Entire home/apt,30,3,1,180.0
Downtown,British Columbia,Private room,2,2,1,110.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,2,1,79.0
Downtown,British Columbia,Private room,30,2,1,70.0
Downtown,British Columbia,Private room,30,4,1,56.0
Mount Pleasant,British Columbia,Entire home/apt,2,4,1,275.0
Downtown Eastside,British Columbia,Entire home/apt,2,2,1,102.0
West End,British Columbia,Entire home/apt,1,2,1,209.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,2,1,90.0
Arbutus Ridge,British Columbia,Entire home/apt,28,6,4,483.0
Kitsilano,British Columbia,Private room,30,2,1,60.0
Downtown,British Columbia,Entire home/apt,30,2,1,101.0
Kensington-Cedar Cottage,British Columbia,Private room,1,2,1,56.0
Arbutus Ridge,British Columbia,Entire home/apt,2,4,2,184.0
Kerrisdale,British Columbia,Entire home/apt,1,4,2,203.0
Downtown,British Columbia,Entire home/apt,1,2,1,249.0
Oakridge,British Columbia,Private room,5,2,1,42.0
Grandview-Woodland,British Columbia,Private room,1,2,1,44.0
Kensington-Cedar Cottage,British Columbia,Private room,1,3,1,40.0
Downtown,British Columbia,Private room,2,2,1,89.0
Downtown,British Columbia,Entire home/apt,2,4,2,460.0
Fairview,British Columbia,Entire home/apt,2,3,1,279.0
Kitsilano,British Columbia,Entire home/apt,2,3,1,95.0
Mount Pleasant,British Columbia,Entire home/apt,1,2,1,95.0
Mount Pleasant,British Columbia,Private room,2,2,1,105.0
Kerrisdale,British Columbia,Private room,1,2,1,85.0
Oakridge,British Columbia,Private room,1,4,1,168.0
Downtown,British Columbia,Entire home/apt,1,5,1,119.0
Downtown,British Columbia,Entire home/apt,1,5,1,250.0
Downtown Eastside,British Columbia,Entire home/apt,1,3,1,118.0
Downtown Eastside,British Columbia,Entire home/apt,2,4,2,250.0
Renfrew-Collingwood,British Columbia,Entire home/apt,2,6,3,211.0
Oakridge,British Columbia,Private room,3,2,1,36.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,7,3,159.0
West End,British Columbia,Entire home/apt,3,2,1,140.0
Marpole,British Columbia,Entire home/apt,2,5,2,188.0
Riley Park,British Columbia,Entire home/apt,1,6,2,150.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,5,2,179.0
Mount Pleasant,British Columbia,Private room,30,2,1,72.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,4,2,95.0
South Cambie,British Columbia,Entire home/apt,6,3,1,121.0
Kitsilano,British Columbia,Entire home/apt,1,4,2,150.0
West End,British Columbia,Entire home/apt,2,7,3,499.0
West End,British Columbia,Entire home/apt,2,4,1,50.0
Fairview,British Columbia,Entire home/apt,2,2,1,150.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,4,2,98.0
Marpole,British Columbia,Private room,1,2,1,119.0
Renfrew-Collingwood,British Columbia,Entire home/apt,1,5,2,83.0
Grandview-Woodland,British Columbia,Private room,2,2,1,64.0
